frame,stage,det_index,matched,selected_track_id,best_track_id,appearance_cost,position_cost,path_cost,final_cost,x1,y1,w,h,bev_x,bev_y
2,primary,44,1,43,43,0.026019,0.028306,0.000000,0.016069,2427.62,331.59,64.14,41.07,1813.967302,1292.181109
2,primary,45,1,39,39,0.027567,0.048088,0.000000,0.020644,1061.25,781.00,50.12,40.75,1448.311192,670.824550
2,primary,46,0,34,34,0.043848,0.199503,0.000000,0.057440,2577.63,405.85,81.87,54.48,1697.991995,1333.992184
2,primary,47,1,56,56,0.041571,0.001661,0.000000,0.016960,1660.94,1189.03,31.29,51.47,1225.757055,941.060136
2,primary,48,1,46,46,0.026717,0.000038,0.000000,0.010694,3074.67,797.47,67.25,39.81,1397.899207,1390.275253
2,primary,49,1,55,55,0.015378,0.033494,0.000000,0.012850,500.20,887.46,67.92,43.39,1384.724431,455.897128
2,primary,50,1,52,52,0.050005,0.001890,0.000000,0.020380,2841.47,215.76,100.04,47.03,1922.484218,1539.646805
2,primary,51,1,53,53,0.030747,0.005945,0.000000,0.013488,2116.90,390.08,42.26,49.69,1757.346065,1124.242373
2,primary,52,0,1,1,0.113925,1.000000,0.000000,inf,895.25,1402.16,86.32,69.64,1143.745690,749.124519
2,primary,53,1,49,49,0.011988,0.002858,0.000000,0.005367,1671.42,182.76,61.96,39.39,2193.421068,859.731315
2,primary,54,1,47,47,0.045768,0.055673,0.000000,0.029442,2420.21,128.97,57.14,35.99,2168.255767,1369.281777
2,primary,55,0,1,1,0.106764,1.000000,0.000000,inf,2192.95,1283.03,32.82,48.63,1196.134191,1084.393020
2,primary,56,0,7,7,0.084747,0.486784,0.000000,0.131255,2996.77,693.85,50.62,38.98,1459.879398,1393.509157
2,primary,57,0,1,1,0.108513,1.000000,0.000000,inf,1178.88,1423.88,88.10,72.47,1139.143995,831.417742
3,primary,0,1,5,5,0.019928,0.000507,0.000000,0.008072,1302.41,762.75,344.20,134.58,1389.856671,848.289291
3,primary,1,1,9,9,0.024672,0.000718,0.000000,0.010012,1930.10,825.36,135.64,75.13,1379.873208,1038.141260
3,primary,2,1,11,11,0.028781,0.000063,0.000000,0.011525,1234.88,880.16,132.81,63.91,1364.766188,788.112760
3,primary,3,1,1,1,0.017039,0.000001,0.000000,0.006816,2829.65,803.22,157.96,83.39,1374.921678,1322.583763
3,primary,4,1,2,2,0.021342,0.000006,0.000000,0.008538,2849.27,675.89,80.39,84.34,1445.959118,1345.801323
3,primary,5,1,4,4,0.021192,0.000156,0.000000,0.008508,2163.37,747.20,110.26,81.54,1418.080984,1117.159847
3,primary,6,1,3,3,0.039410,0.000028,0.000000,0.015770,2773.22,658.63,70.42,91.63,1453.963096,1323.036336
3,primary,7,1,6,6,0.019028,0.012164,0.000000,0.010044,128.24,689.56,70.26,43.03,1559.974560,114.252082
3,primary,8,1,7,7,0.020762,0.000118,0.000000,0.008328,2936.31,698.29,79.26,82.29,1431.955384,1366.778960
3,primary,9,1,27,27,0.023996,0.004381,0.000000,0.010475,1263.00,938.28,124.67,72.78,1327.684011,807.461978
3,primary,10,1,14,14,0.024953,0.000075,0.000000,0.009996,1066.00,927.42,91.55,58.83,1343.126339,722.443252
3,primary,11,1,12,12,0.014679,0.000435,0.000000,0.005959,2536.50,617.85,92.11,62.80,1507.011861,1263.769216
3,primary,12,1,10,10,0.013808,0.000435,0.000000,0.005610,2483.08,589.10,102.43,60.48,1531.774179,1253.069554
3,primary,13,1,20,20,0.049413,0.008061,0.000000,0.021377,2463.05,547.80,97.22,63.46,1563.032952,1252.737823
3,primary,14,1,23,23,0.021318,0.000320,0.000000,0.008591,2673.99,257.45,305.98,138.30,1754.125979,1443.416643
3,primary,15,1,8,8,0.014912,0.002595,0.000000,0.006484,289.65,658.33,73.41,44.50,1582.350975,193.742764
3,primary,16,1,19,19,0.023926,0.000303,0.000000,0.009631,590.94,889.16,76.05,44.97,1380.955842,501.600720
3,primary,17,1,17,17,0.011832,0.001411,0.000000,0.005015,2602.94,417.54,73.19,55.73,1683.125516,1338.404491
3,primary,18,1,16,16,0.019004,0.000157,0.000000,0.007633,2714.09,649.40,45.35,82.19,1467.654210,1304.476983
3,primary,19,1,33,33,0.042580,0.000361,0.000000,0.017104,2115.45,556.01,45.78,71.25,1565.431731,1104.595041
3,primary,20,0,1,1,0.123758,1.000000,0.000000,inf,893.49,1402.83,87.87,68.34,1143.928041,748.751753
3,primary,21,1,18,18,0.014261,0.000916,0.000000,0.005888,80.61,668.42,58.97,33.13,1596.265847,46.286520
3,primary,22,1,32,32,0.037440,0.001439,0.000000,0.015264,902.30,862.64,112.97,51.22,1388.338454,641.353557
3,primary,23,1,29,29,0.035049,0.002608,0.000000,0.014541,2527.93,376.45,82.90,59.28,1728.261438,1321.252813
3,primary,24,1,25,25,0.015840,0.051121,0.000000,0.016560,0.44,691.56,68.08,47.99,1559.441321,34.646431
3,primary,25,1,48,48,0.024722,0.000203,0.000000,0.009929,2681.41,517.22,62.66,53.46,1588.213593,1337.139759
3,primary,26,1,15,15,0.057805,0.000321,0.000000,0.023186,2478.53,461.02,54.14,67.99,1635.970295,1269.054876
3,primary,27,1,24,24,0.024464,0.000090,0.000000,0.009804,457.31,834.10,102.40,51.80,1416.137359,421.415604
3,primary,28,1,28,28,0.019359,0.008233,0.000000,0.009390,2477.20,365.03,71.53,50.59,1755.773999,1303.085315
3,primary,29,1,22,22,0.010460,0.028238,0.000000,0.009832,2654.47,451.87,91.92,58.53,1642.880986,1350.629154
3,primary,30,1,13,13,0.016865,0.000116,0.000000,0.006769,2605.24,592.27,117.56,124.55,1479.364989,1283.860816
3,primary,31,1,21,21,0.045589,0.002319,0.000000,0.018699,1084.09,863.98,86.35,60.24,1379.098312,714.915862
3,primary,32,1,35,35,0.014911,0.000729,0.000000,0.006110,455.62,880.72,64.47,50.23,1385.482605,433.885855
3,primary,33,1,26,26,0.035857,0.005453,0.000000,0.015433,2110.55,440.03,50.67,109.71,1636.594011,1110.854081
3,primary,34,1,34,34,0.017259,0.001520,0.000000,0.007208,2568.06,392.26,72.87,53.80,1714.283895,1332.737641
3,primary,35,1,30,30,0.011747,0.000024,0.000000,0.004704,2684.02,464.86,67.58,55.32,1632.780223,1354.188583
3,primary,36,1,44,44,0.012471,0.000411,0.000000,0.005071,1774.37,221.36,71.74,43.69,2075.792875,943.671589
3,primary,37,1,41,41,0.023988,0.012082,0.000000,0.012012,2445.36,349.06,57.74,39.89,1791.663876,1293.866986
3,primary,38,1,56,56,0.035623,0.000310,0.000000,0.014311,1655.33,1186.96,35.00,52.34,1226.197574,939.923713
3,primary,39,0,1,1,0.107334,1.000000,0.000000,inf,2196.70,1283.39,36.08,48.46,1196.097671,1085.736826
3,primary,40,1,40,40,0.038370,0.000670,0.000000,0.015482,2104.96,277.84,39.45,57.00,1904.072099,1131.913961
3,primary,41,1,42,42,0.018325,0.001223,0.000000,0.007575,364.41,829.46,58.25,44.09,1427.897081,355.986775
3,primary,42,1,50,50,0.037654,0.000906,0.000000,0.015243,954.85,915.74,89.90,47.81,1357.398046,672.341414
3,primary,43,1,36,36,0.012363,0.001479,0.000000,0.005241,335.48,878.43,77.98,45.98,1391.973063,375.181920
3,primary,44,1,39,39,0.021704,0.000058,0.000000,0.008693,1071.44,782.81,52.42,39.21,1447.817561,676.047362
3,primary,45,1,55,55,0.014364,0.001259,0.000000,0.005997,512.27,889.17,56.10,42.20,1384.275674,459.049074
3,primary,46,1,38,38,0.017342,0.021470,0.000000,0.011231,1692.73,188.45,71.07,45.36,2160.071537,881.493659
3,primary,47,1,37,37,0.023298,0.003319,0.000000,0.009983,2110.01,340.18,39.80,48.36,1824.720326,1126.931400
3,primary,48,1,31,31,0.013298,0.001185,0.000000,0.005556,2611.85,568.27,70.79,60.45,1543.733522,1298.199294
3,primary,49,0,1,1,0.114253,1.000000,0.000000,inf,1179.26,1427.13,86.90,69.03,1139.194110,831.340860
3,primary,50,1,43,43,0.012962,0.034360,0.000000,0.012057,2425.91,329.53,57.44,42.40,1815.410615,1290.041933
3,primary,51,1,46,46,0.017363,0.000039,0.000000,0.006953,3074.10,797.42,68.04,39.74,1397.968161,1390.257651
3,primary,52,0,1,1,0.142897,1.000000,0.000000,inf,826.93,1511.09,100.25,68.79,1112.299079,747.096329
3,primary,53,0,7,7,0.091323,0.261695,0.000000,0.088868,2995.63,693.45,50.85,40.10,1459.448434,1392.993375
3,primary,54,1,53,53,0.034527,0.000942,0.000000,0.013999,2116.75,393.72,42.07,49.10,1753.647435,1123.744742
3,primary,55,1,52,52,0.022467,0.001601,0.000000,0.009307,2841.66,215.94,100.58,46.64,1922.747450,1539.982232
3,unconfirmed,0,1,58,58,0.017758,0.000142,0.000000,0.007132,893.49,1402.83,87.87,68.34,1143.928041,748.751753
3,unconfirmed,1,1,59,59,0.020086,0.003057,0.000000,0.008646,2196.70,1283.39,36.08,48.46,1196.097671,1085.736826
3,unconfirmed,2,1,61,61,0.023158,0.000006,0.000000,0.009264,1179.26,1427.13,86.90,69.03,1139.194110,831.340860
3,unconfirmed,3,0,58,58,0.075677,0.819097,0.000000,0.194090,826.93,1511.09,100.25,68.79,1112.299079,747.096329
3,unconfirmed,4,1,60,60,0.020037,0.001190,0.000000,0.008253,2995.63,693.45,50.85,40.10,1459.448434,1392.993375
4,primary,0,1,5,5,0.018231,0.000070,0.000000,0.007307,1316.08,763.47,346.67,135.17,1388.816775,854.179549
4,primary,1,1,11,11,0.025277,0.000030,0.000000,0.010117,1235.48,879.80,132.19,64.60,1364.569782,788.278875
4,primary,2,1,9,9,0.029994,0.000277,0.000000,0.012053,1942.93,821.21,138.41,77.20,1380.840140,1043.032751
4,primary,3,1,1,1,0.018992,0.000015,0.000000,0.007600,2829.88,803.25,157.50,83.32,1374.938540,1322.591587
4,primary,4,1,4,4,0.031025,0.000204,0.000000,0.012451,2175.82,740.99,101.66,80.56,1422.305649,1120.554949
4,primary,5,1,2,2,0.025132,0.000012,0.000000,0.010055,2849.22,675.90,80.09,84.11,1446.093812,1345.792818
4,primary,6,1,3,3,0.038331,0.000089,0.000000,0.015350,2773.67,658.65,70.04,91.47,1454.045917,1323.150679
4,primary,7,1,6,6,0.018936,0.007470,0.000000,0.009069,117.57,690.05,71.96,42.71,1560.307116,107.915031
4,primary,8,1,7,7,0.023066,0.000006,0.000000,0.009228,2936.25,698.99,79.44,81.97,1431.735222,1366.691615
4,primary,9,1,12,12,0.021141,0.000147,0.000000,0.008486,2536.44,616.06,92.54,64.73,1506.905442,1263.793075
4,primary,10,1,27,27,0.024218,0.000093,0.000000,0.009706,1262.69,938.64,124.20,73.48,1327.134661,807.416104
4,primary,11,1,8,8,0.016879,0.001420,0.000000,0.007036,283.00,658.34,74.09,43.94,1583.285966,189.141361
4,primary,12,1,23,23,0.027056,0.000331,0.000000,0.010888,2674.89,258.29,305.68,137.13,1754.435281,1443.861830
4,primary,13,1,14,14,0.027058,0.000014,0.000000,0.010826,1066.02,925.81,91.69,60.28,1343.214772,722.444490
4,primary,14,1,20,20,0.048701,0.000129,0.000000,0.019506,2463.95,547.12,95.27,62.93,1564.025925,1252.966572
4,primary,15,1,10,10,0.013116,0.000107,0.000000,0.005268,2482.95,588.11,103.70,61.49,1531.734827,1253.245220
4,primary,16,1,33,33,0.041819,0.000033,0.000000,0.016734,2115.35,556.58,45.89,70.18,1565.856490,1104.623813
4,primary,17,1,19,19,0.020201,0.000097,0.000000,0.008100,591.16,889.10,75.54,44.81,1381.101025,501.487934
4,primary,18,1,32,32,0.028140,0.000108,0.000000,0.011278,902.19,862.54,112.64,51.56,1388.192256,641.302250
4,primary,19,1,17,17,0.013149,0.000140,0.000000,0.005287,2603.18,417.85,73.35,55.55,1682.980629,1338.496115
4,primary,20,1,21,21,0.052029,0.012714,0.000000,0.023354,1083.17,865.23,111.00,62.63,1376.701662,720.402869
4,primary,21,1,16,16,0.022887,0.000104,0.000000,0.009175,2714.23,648.32,44.73,84.30,1466.991115,1304.189440
4,primary,22,1,25,25,0.025718,0.105234,0.000000,0.031334,0.77,690.99,56.81,45.87,1562.538775,28.138357
4,primary,23,1,29,29,0.036859,0.001403,0.000000,0.015024,2527.98,376.86,84.40,58.89,1728.166628,1321.584068
4,primary,24,1,58,58,0.015001,0.000017,0.000000,0.006004,893.77,1402.43,86.91,68.10,1144.118447,748.602098
4,primary,25,1,28,28,0.025491,0.000191,0.000000,0.010235,2477.32,364.18,79.91,52.22,1754.511299,1304.744806
4,primary,26,1,15,15,0.076703,0.000048,0.000000,0.030691,2478.87,460.65,53.83,68.61,1635.725596,1269.069614
4,primary,27,1,48,48,0.026384,0.000075,0.000000,0.010569,2681.68,517.05,62.82,53.62,1588.205480,1337.269005
4,primary,28,1,13,13,0.018178,0.000221,0.000000,0.007315,2605.57,590.28,117.52,125.53,1480.033828,1284.178425
4,primary,29,1,22,22,0.012089,0.007478,0.000000,0.006331,2654.06,451.70,92.87,58.59,1642.985392,1350.687663
4,primary,30,1,18,18,0.016486,0.015560,0.000000,0.009706,69.10,667.39,60.27,33.57,1597.585670,38.000028
4,primary,31,1,26,26,0.028797,0.002335,0.000000,0.011986,2111.00,439.51,50.45,110.54,1636.262176,1110.969700
4,primary,32,1,24,24,0.023824,0.000114,0.000000,0.009552,456.78,834.04,103.05,52.18,1415.916784,421.476381
4,primary,33,1,41,41,0.023634,0.009032,0.000000,0.011260,2445.70,349.83,57.99,39.40,1791.262858,1293.991831
4,primary,34,1,34,34,0.017666,0.003449,0.000000,0.007756,2564.29,390.36,72.94,54.42,1715.953982,1331.593735
4,primary,35,1,44,44,0.014725,0.000365,0.000000,0.005963,1774.24,221.36,71.82,43.78,2075.607370,943.620724
4,primary,36,1,35,35,0.016866,0.000472,0.000000,0.006841,455.50,879.59,64.18,51.47,1385.408560,433.818551
4,primary,37,1,30,30,0.012709,0.000135,0.000000,0.005111,2683.08,464.44,68.40,55.40,1633.116568,1354.090194
4,primary,38,1,59,59,0.020485,0.000134,0.000000,0.008221,2199.33,1286.17,37.66,46.37,1195.890372,1086.563060
4,primary,39,1,42,42,0.021512,0.000417,0.000000,0.008688,360.11,827.64,62.03,46.52,1427.503721,355.090658
4,primary,40,1,40,40,0.042425,0.000552,0.000000,0.017081,2106.46,280.60,37.56,53.60,1904.988201,1132.310560
4,primary,41,1,61,61,0.016056,0.000001,0.000000,0.006422,1179.45,1427.25,86.44,68.71,1139.252003,831.313000
4,primary,42,1,36,36,0.017742,0.000823,0.000000,0.007261,336.94,876.81,73.59,46.68,1392.612332,374.315675
4,primary,43,1,56,56,0.038113,0.000083,0.000000,0.015262,1649.13,1188.36,37.86,49.29,1226.800509,938.468714
4,primary,44,1,38,38,0.019881,0.033935,0.000000,0.014739,1692.60,188.41,73.20,45.51,2159.641920,882.197626
4,primary,45,1,55,55,0.013882,0.007260,0.000000,0.007005,513.65,889.84,54.34,41.80,1384.093992,459.406666
4,primary,46,1,45,22,0.108051,0.243636,0.000000,0.091948,2649.10,445.05,72.80,50.72,1657.795280,1349.479374
4,primary,47,1,37,37,0.025461,0.013341,0.000000,0.012852,2110.05,338.25,39.58,50.73,1824.125710,1126.836379
4,primary,48,1,50,50,0.038810,0.000095,0.000000,0.015543,954.22,914.85,90.65,48.89,1357.286877,672.286612
4,primary,49,1,31,31,0.017464,0.001869,0.000000,0.007359,2612.56,566.88,72.85,63.41,1542.444839,1298.434981
4,primary,50,0,1,1,0.082855,1.000000,0.000000,inf,2077.29,1267.67,34.65,51.77,1199.588409,1055.646652
4,primary,51,1,43,43,0.012017,0.005564,0.000000,0.005920,2426.05,329.53,56.49,41.94,1816.051311,1290.029850
4,primary,52,1,46,46,0.019891,0.000011,0.000000,0.007959,3074.37,797.10,67.91,40.00,1398.001121,1390.333499
4,primary,53,0,18,18,0.044384,0.365904,0.000000,0.090934,35.55,673.84,65.95,37.24,1588.153492,27.467873
4,primary,54,0,58,58,0.071871,0.705408,0.000000,0.169830,828.27,1510.59,97.86,68.80,1112.430117,747.070174
4,primary,55,1,60,60,0.017886,0.000890,0.000000,0.007332,2995.40,693.86,51.30,39.53,1459.549839,1393.036418
4,primary,56,1,53,53,0.029489,0.017912,0.000000,0.015378,2117.16,392.38,42.09,49.18,1755.141062,1124.105074
4,primary,57,1,52,52,0.024916,0.000353,0.000000,0.010037,2841.44,215.71,100.29,46.95,1922.659571,1539.765281
4,primary,58,0,5,5,0.091703,0.903730,0.000000,0.217427,1318.42,765.21,75.54,42.09,1451.627082,786.554957
4,primary,59,1,39,39,0.017152,0.001485,0.000000,0.007158,1079.77,784.00,53.78,39.73,1446.335173,680.601735
4,primary,60,0,1,1,0.074808,1.000000,0.000000,inf,2447.89,1180.20,35.79,88.31,1217.855581,1152.332665
4,unconfirmed,0,0,62,62,0.098035,1.000000,0.000000,inf,2077.29,1267.67,34.65,51.77,1199.588409,1055.646652
4,unconfirmed,1,0,62,62,0.150513,1.000000,0.000000,inf,35.55,673.84,65.95,37.24,1588.153492,27.467873
4,unconfirmed,2,1,62,62,0.005070,0.000015,0.000000,0.002031,828.27,1510.59,97.86,68.80,1112.430117,747.070174
4,unconfirmed,3,0,62,62,0.090104,1.000000,0.000000,inf,1318.42,765.21,75.54,42.09,1451.627082,786.554957
4,unconfirmed,4,0,62,62,0.121474,1.000000,0.000000,inf,2447.89,1180.20,35.79,88.31,1217.855581,1152.332665
5,primary,0,1,11,11,0.022570,0.000003,0.000000,0.009028,1235.77,879.25,131.75,65.28,1364.494179,788.327342
5,primary,1,1,9,9,0.022362,0.000628,0.000000,0.009070,1959.03,817.14,136.27,77.65,1382.663314,1048.249793
5,primary,2,1,1,1,0.016421,0.000042,0.000000,0.006577,2828.76,803.20,158.86,83.74,1374.759672,1322.392411
5,primary,3,1,4,4,0.037004,0.000555,0.000000,0.014912,2184.73,731.47,97.90,84.53,1425.577437,1123.451070
5,primary,4,1,2,2,0.022383,0.000012,0.000000,0.008956,2849.56,675.91,79.36,83.59,1446.412451,1345.916229
5,primary,5,1,3,3,0.034522,0.000012,0.000000,0.013811,2773.52,658.65,70.28,91.91,1453.780184,1323.042066
5,primary,6,1,6,6,0.018823,0.000914,0.000000,0.007712,110.20,690.42,69.33,42.00,1561.110141,101.810259
5,primary,7,1,12,12,0.021410,0.000015,0.000000,0.008567,2536.60,615.46,92.70,65.41,1506.844072,1263.860126
5,primary,8,1,7,7,0.020391,0.000013,0.000000,0.008159,2936.97,698.97,78.48,82.19,1431.610906,1366.712193
5,primary,9,1,27,27,0.023528,0.000096,0.000000,0.009430,1263.43,938.82,124.21,73.54,1327.006998,807.720539
5,primary,10,1,14,14,0.023630,0.000041,0.000000,0.009460,1066.12,925.42,91.21,60.24,1343.454567,722.298554
5,primary,11,1,20,20,0.045928,0.001901,0.000000,0.018751,2463.28,547.52,96.05,63.55,1563.203271,1252.645863
5,primary,12,1,8,8,0.016298,0.001564,0.000000,0.006832,272.66,658.92,75.76,43.65,1583.510898,183.183840
5,primary,13,1,10,10,0.013747,0.000047,0.000000,0.005508,2483.10,587.48,103.85,62.14,1531.709201,1253.322187
5,primary,14,1,23,23,0.028063,0.000305,0.000000,0.011286,2684.02,258.90,296.88,136.47,1754.136196,1445.807908
5,primary,15,1,33,33,0.037797,0.000165,0.000000,0.015152,2115.74,556.76,45.57,70.15,1565.715561,1104.702440
5,primary,16,1,32,32,0.023405,0.000068,0.000000,0.009376,902.34,862.09,111.63,52.04,1388.176758,641.161035
5,primary,17,1,19,19,0.016572,0.000173,0.000000,0.006663,591.58,888.90,76.25,44.31,1381.539075,501.555617
5,primary,18,1,5,5,0.022890,0.000122,0.000000,0.009180,1329.12,761.99,353.00,139.41,1386.886957,860.693343
5,primary,19,1,45,17,0.076630,0.624521,0.000000,0.155556,2602.97,418.47,74.66,54.94,1682.933257,1338.669626
5,primary,20,1,18,18,0.018903,0.016697,0.000000,0.010901,58.06,666.33,64.81,35.76,1596.850420,33.047129
5,primary,21,1,29,29,0.030978,0.000294,0.000000,0.012450,2528.74,377.65,84.60,57.96,1728.257981,1321.993839
5,primary,22,1,15,15,0.074764,0.000040,0.000000,0.029914,2478.92,460.77,53.84,68.34,1635.860153,1269.125648
5,primary,23,1,26,26,0.027290,0.000188,0.000000,0.010954,2110.57,439.37,50.76,110.52,1636.433959,1110.864983
5,primary,24,1,21,21,0.044497,0.010661,0.000000,0.019931,1083.37,865.26,112.62,63.45,1376.175846,721.002392
5,primary,25,1,58,58,0.015294,0.000002,0.000000,0.006118,894.00,1402.73,86.17,67.40,1144.237141,748.503716
5,primary,26,1,28,28,0.025202,0.001168,0.000000,0.010314,2477.50,363.53,82.78,53.47,1753.665236,1305.267084
5,primary,27,1,16,16,0.020992,0.000035,0.000000,0.008404,2714.32,648.40,44.36,84.50,1466.807115,1304.094494
5,primary,28,1,22,22,0.010989,0.001263,0.000000,0.004648,2653.22,451.37,94.89,58.72,1643.170297,1350.817293
5,primary,29,1,48,48,0.024644,0.000054,0.000000,0.009868,2681.76,516.83,63.09,53.59,1588.410984,1337.421477
5,primary,30,1,13,13,0.018212,0.000021,0.000000,0.007289,2605.34,590.74,117.93,125.24,1479.925505,1284.136378
5,primary,31,1,34,34,0.019749,0.013866,0.000000,0.010673,2568.09,392.78,75.71,53.73,1713.700561,1333.201148
5,primary,32,1,41,41,0.021980,0.005395,0.000000,0.009871,2445.87,349.99,57.51,38.83,1791.785037,1294.086772
5,primary,33,1,25,25,0.034858,0.000333,0.000000,0.014010,0.59,691.54,47.60,44.71,1563.433014,24.182260
5,primary,34,1,24,24,0.023240,0.000030,0.000000,0.009302,456.17,833.99,104.36,52.62,1415.633994,421.702154
5,primary,35,1,35,35,0.016446,0.000340,0.000000,0.006646,455.80,878.62,63.87,51.96,1385.729956,433.650587
5,primary,36,1,17,17,0.034795,0.251529,0.000000,0.064224,2585.59,407.13,73.29,50.11,1701.020694,1336.485062
5,primary,37,1,42,42,0.019478,0.000315,0.000000,0.007854,358.32,827.26,63.87,46.87,1427.540315,354.622631
5,primary,38,1,61,61,0.016411,0.000001,0.000000,0.006565,1179.29,1426.91,86.19,68.91,1139.290981,831.220945
5,primary,39,1,40,40,0.040389,0.000174,0.000000,0.016190,2107.49,281.03,36.88,53.08,1905.051017,1132.707141
